	Ecoli	Listeria	Shigellia
OG0001681	sp|P32055|FCL_ECOLI		tr|F5NWQ7|F5NWQ7_SHIFL
OG0001682	sp|P0ABX8|FLIL_ECOLI		tr|F5NW12|F5NW12_SHIFL
OG0001683	sp|P22586|FLIO_ECOLI		tr|F5NW15|F5NW15_SHIFL
OG0001684	sp|P26608|FLIS_ECOLI		tr|F5NVY5|F5NVY5_SHIFL
OG0001685	sp|P0AC47|FRDB_ECOLI		tr|F5P3L0|F5P3L0_SHIFL
OG0001686	sp|P29131|FTSN_ECOLI		tr|F5P133|F5P133_SHIFL
OG0001687	sp|P06971|FHUA_ECOLI		tr|F5NPM0|F5NPM0_SHIFL
OG0001688	sp|P76297|FLHE_ECOLI		tr|F5NVT3|F5NVT3_SHIFL
OG0001689	sp|P31068|FLIH_ECOLI		tr|F5NW07|F5NW07_SHIFL
OG0001690	sp|P15286|FLK_ECOLI		tr|F5NXS2|F5NXS2_SHIFL
OG0001691	sp|P0A8Q3|FRDD_ECOLI		tr|F5P3L2|F5P3L2_SHIFL
OG0001692	sp|P64638|FEOC_ECOLI		tr|F5P322|F5P322_SHIFL
OG0001693	sp|P16869|FHUE_ECOLI		tr|F5NT06|F5NT06_SHIFL
OG0001694	sp|P04128|FIMA1_ECOLI		tr|F5P423|F5P423_SHIFL
OG0001695	sp|P0A6R3|FIS_ECOLI		tr|F5P0G1|F5P0G1_SHIFL
OG0001696	sp|P31574|FIXB_ECOLI		tr|F5NPW0|F5NPW0_SHIFL
OG0001697	sp|P45523|FKBA_ECOLI		tr|F5P393|F5P393_SHIFL
OG0001698	sp|P0A6S0|FLGH_ECOLI		tr|F5NSY2|F5NSY2_SHIFL
OG0001699	sp|P0A8S9|FLHD_ECOLI		tr|F5NVV3|F5NVV3_SHIFL
OG0001700	sp|P0AC19|FOLX_ECOLI		tr|F5NXQ4|F5NXQ4_SHIFL
OG0001701	sp|P0AEL0|FDOI_ECOLI		tr|F5P1C6|F5P1C6_SHIFL
OG0001702	sp|P0A9R4|FER_ECOLI		tr|F5NY30|F5NY30_SHIFL
OG0001703	sp|P77307|FETB_ECOLI		tr|F5NRK8|F5NRK8_SHIFL
OG0001704	sp|P08190|FIMG_ECOLI		tr|F5P417|F5P417_SHIFL
OG0001705	sp|P08191|FIMH_ECOLI		tr|F5P416|F5P416_SHIFL
OG0001706	sp|P60566|FIXA_ECOLI		tr|F5NPV9|F5NPV9_SHIFL
OG0001707	sp|P52627|FLIZ_ECOLI		tr|F5NVY1|F5NVY1_SHIFL
OG0001708	sp|P45541|FRLC_ECOLI		tr|F5P365|F5P365_SHIFL
OG0001709	sp|P0AAB6|GALF_ECOLI		tr|F5NWP5|F5NWP5_SHIFL
OG0001710	sp|P69902|FCTA_ECOLI		tr|F5NYE2|F5NYE2_SHIFL
OG0001711	sp|P15030|FECC_ECOLI		tr|F5NR46|F5NR46_SHIFL
OG0001712	sp|P23484|FECI_ECOLI		tr|F5NR42|F5NR42_SHIFL
OG0001713	sp|P75938|FLGF_ECOLI		tr|F5NSX9|F5NSX9_SHIFL
OG0001714	sp|P0A6S3|FLGI_ECOLI		tr|F5NSY3|F5NSY3_SHIFL
OG0001715	sp|P0ABY7|FLHC_ECOLI		tr|F5NVV2|F5NVV2_SHIFL
OG0001716	sp|P0AFS3|FOLM_ECOLI		tr|F5NV51|F5NV51_SHIFL
OG0001717	sp|P0AEN1|FRE_ECOLI		tr|F5P1G1|F5P1G1_SHIFL
OG0001718	sp|P0AEN8|FUCM_ECOLI		tr|F5NZ44|F5NZ44_SHIFL
OG0001719	sp|P31697|FIMC_ECOLI		tr|F5P421|F5P421_SHIFL
OG0001720	sp|P75780|FIU_ECOLI		tr|F5NS79|F5NS79_SHIFL
OG0001721	sp|P0A9L3|FKBB_ECOLI		tr|F5P3F6|F5P3F6_SHIFL
OG0001722	sp|P52613|FLIJ_ECOLI		tr|F5NW09|F5NW09_SHIFL
OG0001723	sp|P00363|FRDA_ECOLI		tr|F5P3K9|F5P3K9_SHIFL
OG0001724	sp|P45539|FRLA_ECOLI		tr|F5P368|F5P368_SHIFL
OG0001725	sp|P52067|FSR_ECOLI		tr|F5NRJ5|F5NRJ5_SHIFL
OG0001726	sp|P0A9A2|FTNB_ECOLI		tr|F5NVW3|F5NVW3_SHIFL
OG0001727	sp|P37147|FXSA_ECOLI		tr|F5P0M4|F5P0M4_SHIFL
OG0001728	sp|P26649|GLGS_ECOLI		tr|F5NZH3|F5NZH3_SHIFL
OG0001729	sp|P0ACL0|GLPR_ECOLI		tr|F5P308|F5P308_SHIFL
OG0001730	sp|P0AC69|GLRX4_ECOLI		tr|F5NUY3|F5NUY3_SHIFL
OG0001731	sp|P77454|GLSA1_ECOLI		tr|F5NRK2|F5NRK2_SHIFL
OG0001732	sp|P0A9F6|GCVA_ECOLI		tr|F5NZ49|F5NZ49_SHIFL
OG0001733	sp|P0A9I3|GCVR_ECOLI		tr|F5NXX0|F5NXX0_SHIFL
OG0001734	sp|P07762|GLGB_ECOLI		tr|F5P2Z8|F5P2Z8_SHIFL
OG0001735	sp|P27249|GLND_ECOLI		tr|F5NPN7|F5NPN7_SHIFL
OG0001736	sp|P0AEQ6|GLNP_ECOLI		tr|F5NS88|F5NS88_SHIFL
OG0001737	sp|P0AEP7|GCL_ECOLI		tr|F5NRM2|F5NRM2_SHIFL
OG0001738	sp|P75913|GHRA_ECOLI		tr|F5NR09|F5NR09_SHIFL
OG0001739	sp|P0ACL5|GLCC_ECOLI		tr|F5NZ97|F5NZ97_SHIFL
OG0001740	sp|P52074|GLCF_ECOLI		tr|F5NZ93|F5NZ93_SHIFL
OG0001741	sp|P0A6V8|GLK_ECOLI		tr|F5NY63|F5NY63_SHIFL
OG0001742	sp|P52101|GLRK_ECOLI		tr|F5NY54|F5NY54_SHIFL
OG0001743	sp|P0AFU4|GLRR_ECOLI		tr|F5NY52|F5NY52_SHIFL
OG0001744	sp|P63224|GMHA_ECOLI		tr|F5NQ79|F5NQ79_SHIFL
OG0001745	sp|P63228|GMHBB_ECOLI		tr|F5NPS6|F5NPS6_SHIFL
OG0001746	sp|P0AC96|GNTU_ECOLI		tr|F5P2Z5|F5P2Z5_SHIFL
OG0001747	sp|P32662|GPH_ECOLI		tr|F5P351|F5P351_SHIFL
OG0001748	sp|P25527|GABP_ECOLI		tr|F5NYZ0|F5NYZ0_SHIFL
OG0001749	sp|P09148|GAL7_ECOLI		tr|F5NQQ1|F5NQQ1_SHIFL
OG0001750	sp|P0A6U8|GLGA_ECOLI		tr|F5P301|F5P301_SHIFL
OG0001751	sp|P0A6V1|GLGC_ECOLI		tr|F5P300|F5P300_SHIFL
OG0001752	sp|P68688|GLRX1_ECOLI		tr|F5NSJ3|F5NSJ3_SHIFL
OG0001753	sp|P0AC59|GLRX2_ECOLI		tr|F5NT91|F5NT91_SHIFL
OG0001754	sp|P0AER3|GLTJ_ECOLI		tr|F5NRZ7|F5NRZ7_SHIFL
OG0001755	sp|P0AC88|GM4D_ECOLI		tr|F5NWQ8|F5NWQ8_SHIFL
OG0001756	sp|P0AEP9|GLCD_ECOLI		tr|F5NZ96|F5NZ96_SHIFL
OG0001757	sp|P0AEQ3|GLNH_ECOLI		tr|F5NS89|F5NS89_SHIFL
OG0001758	sp|P0AER8|GLTS_ECOLI		tr|F5P273|F5P273_SHIFL
OG0001759	sp|P77334|GMR_ECOLI		tr|F5NTP2|F5NTP2_SHIFL
OG0001760	sp|P0A996|GLPC_ECOLI		tr|F5NXJ3|F5NXJ3_SHIFL
OG0001761	sp|P21437|GLPX2_ECOLI		tr|F5NZX1|F5NZX1_SHIFL
OG0001762	sp|P21345|GLTP_ECOLI		tr|F5P3N9|F5P3N9_SHIFL
OG0001763	sp|P0ACP5|GNTR_ECOLI		tr|F5P2Z3|F5P2Z3_SHIFL
OG0001764	sp|P15067|GLGX_ECOLI		tr|F5P2Z9|F5P2Z9_SHIFL
OG0001765	sp|P0A9C0|GLPA_ECOLI		tr|F5NXJ1|F5NXJ1_SHIFL
OG0001766	sp|P13033|GLPB_ECOLI		tr|F5NXJ2|F5NXJ2_SHIFL
OG0001767	sp|P0A6W0|GLSA2_ECOLI		tr|F5NUA0|F5NUA0_SHIFL
OG0001768	sp|P32056|GMM_ECOLI		tr|F5NWQ6|F5NWQ6_SHIFL
OG0001769	sp|P0AC94|GNTP_ECOLI		tr|F5P415|F5P415_SHIFL
OG0001770	sp|P25552|GPPA_ECOLI		tr|F5P1M8|F5P1M8_SHIFL
OG0001771	sp|P04425|GSHB_ECOLI		tr|F5NZZ0|F5NZZ0_SHIFL
OG0001772	sp|P30870|GLNE_ECOLI		tr|F5NZI0|F5NZI0_SHIFL
OG0001773	sp|P0AC84|GLO2_ECOLI		tr|F5NQ58|F5NQ58_SHIFL
OG0001774	sp|P37902|GLTI_ECOLI		tr|F5NRZ8|F5NRZ8_SHIFL
OG0001775	sp|P0AER5|GLTK_ECOLI		tr|F5NRZ6|F5NRZ6_SHIFL
OG0001776	sp|P46859|GNTK_ECOLI		tr|F5P2Z4|F5P2Z4_SHIFL
OG0001777	sp|P69931|HDA_ECOLI		tr|F5NXZ2|F5NXZ2_SHIFL
OG0001778	sp|P0ACA7|GSTB_ECOLI		tr|F5NSB9|F5NSB9_SHIFL
OG0001779	sp|P09391|GLPG_ECOLI		tr|F5P307|F5P307_SHIFL
OG0001780	sp|P09394|GLPQ_ECOLI		tr|F5NXI9|F5NXI9_SHIFL
OG0001781	sp|P08194|GLPT_ECOLI		tr|F5NXJ0|F5NXJ0_SHIFL
OG0001782	sp|P0A9C9|GLPX_ECOLI		tr|F5P143|F5P143_SHIFL
OG0001783	sp|P27305|GLUQ_ECOLI		tr|F5NPL3|F5NPL3_SHIFL
OG0001784	sp|P15081|GUTM_ECOLI		tr|F5NYV3|F5NYV3_SHIFL
OG0001785	sp|P0A7A2|GPMB_ECOLI		tr|F5P4C0|F5P4C0_SHIFL
OG0001786	sp|P30128|GREB_ECOLI		tr|F5P327|F5P327_SHIFL
OG0001787	sp|P0AES0|GSP_ECOLI		tr|F5NZA8|F5NZA8_SHIFL
OG0001788	sp|P0A9D2|GSTA_ECOLI		tr|F5NV10|F5NV10_SHIFL
OG0001789	sp|P68066|GRCA_ECOLI		tr|F5NYI0|F5NYI0_SHIFL
OG0001790	sp|P77682|GTRA_ECOLI	sp|P58412|GTCA_LISMO	
OG0001791	sp|P60560|GUAC_ECOLI		tr|F5NQ33|F5NQ33_SHIFL
OG0001792	sp|P37651|GUN_ECOLI		tr|F5P2J8|F5P2J8_SHIFL
OG0001793	sp|P0AES9|HDEA_ECOLI		tr|F5P2P3|F5P2P3_SHIFL
OG0001794	sp|P15038|HELD_ECOLI		tr|F5NSU7|F5NSU7_SHIFL
OG0001795	sp|Q46851|GPR_ECOLI		tr|F5NZC1|F5NZC1_SHIFL
OG0001796	sp|P0AET5|HDED_ECOLI		tr|F5P2P2|F5P2P2_SHIFL
OG0001797	sp|P09126|HEM4_ECOLI		tr|F5P1K5|F5P1K5_SHIFL
OG0001798	sp|P09127|HEMX_ECOLI		tr|F5P1K6|F5P1K6_SHIFL
OG0001799	sp|P0ACB7|HEMY_ECOLI		tr|F5P1K7|F5P1K7_SHIFL
OG0001800	sp|P0A8R9|HDFR_ECOLI		tr|F5P1P0|F5P1P0_SHIFL
OG0001801	sp|P77335|HLYE_ECOLI		tr|F5NTC2|F5NTC2_SHIFL
OG0001802	sp|P75824|HCR_ECOLI		tr|F5NSG5|F5NSG5_SHIFL
OG0001803	sp|P0ABC7|HFLK_ECOLI		tr|F5P3J2|F5P3J2_SHIFL
OG0001804	sp|Q47142|HCAT_ECOLI		tr|F5NY41|F5NY41_SHIFL
OG0001805	sp|P75825|HCP_ECOLI		tr|F5NSG4|F5NSG4_SHIFL
OG0001806	sp|P46118|HEXR_ECOLI		tr|F5NVI6|F5NVI6_SHIFL
OG0001807	sp|P0ACE3|HHA_ECOLI		tr|F5NRH6|F5NRH6_SHIFL
OG0001808	sp|P0AET2|HDEB_ECOLI		tr|F5P2P4|F5P2P4_SHIFL
OG0001809	sp|P0ACB4|HEMG_ECOLI		tr|F5P1F4|F5P1F4_SHIFL
OG0001810	sp|P76341|HIUH_ECOLI		tr|F5NW89|F5NW89_SHIFL
OG0001811	sp|Q47141|HCAR_ECOLI		tr|F5NY42|F5NY42_SHIFL
OG0001812	sp|P0ABC3|HFLC_ECOLI		tr|F5P3J1|F5P3J1_SHIFL
OG0001813	sp|P67701|HIGA_ECOLI		tr|F5NZL6|F5NZL6_SHIFL
OG0001814	sp|P64578|HIGB_ECOLI		tr|F5NZL7|F5NZL7_SHIFL
OG0001815	sp|P23481|HYFA_ECOLI		tr|F5NXX2|F5NXX2_SHIFL
OG0001816	sp|P0AAK1|HYCB_ECOLI		tr|F5NYS8|F5NYS8_SHIFL
OG0001817	sp|P16429|HYCC_ECOLI		tr|F5NYS9|F5NYS9_SHIFL
OG0001818	sp|P0AAK4|HYDN_ECOLI		tr|F5NYU5|F5NYU5_SHIFL
OG0001819	sp|P77453|HYFJ_ECOLI		tr|F5NXY4|F5NXY4_SHIFL
OG0001820	sp|P0AAM3|HYPC_ECOLI		tr|F5NYS4|F5NYS4_SHIFL
OG0001821	sp|P0C058|IBPB_ECOLI		tr|F5P1T0|F5P1T0_SHIFL
OG0001822	sp|P0A6X7|IHFA_ECOLI		tr|F5NUR6|F5NUR6_SHIFL
OG0001823	sp|P0A6Y1|IHFB_ECOLI		tr|F5NSN9|F5NSN9_SHIFL
OG0001824	sp|P0AB20|HSPQ_ECOLI		tr|F5NSV2|F5NSV2_SHIFL
OG0001825	sp|P0AEW1|HYFE_ECOLI		tr|F5NXX8|F5NXX8_SHIFL
OG0001826	sp|P37180|HYBB_ECOLI		tr|F5NZB5|F5NZB5_SHIFL
OG0001827	sp|P0AAN1|HYBE_ECOLI		tr|F5NZB2|F5NZB2_SHIFL
OG0001828	sp|P0A703|HYBF_ECOLI		tr|F5NZB1|F5NZB1_SHIFL
OG0001829	sp|P0AAM7|HYBG_ECOLI		tr|F5NZB0|F5NZB0_SHIFL
OG0001830	sp|P0AEV4|HYCA_ECOLI		tr|F5NYS7|F5NYS7_SHIFL
OG0001831	sp|P30147|HYI_ECOLI		tr|F5NRM5|F5NRM5_SHIFL
OG0001832	sp|P24193|HYPE_ECOLI		tr|F5NYS2|F5NYS2_SHIFL
OG0001833	sp|P30131|HYPF_ECOLI		tr|F5NYU6|F5NYU6_SHIFL
OG0001834	sp|P19930|HYAD_ECOLI		tr|F5NSW0|F5NSW0_SHIFL
OG0001835	sp|P23482|HYFB_ECOLI		tr|F5NXX4|F5NXX4_SHIFL
OG0001836	sp|P0AAN3|HYPB_ECOLI		tr|F5NYS5|F5NYS5_SHIFL
OG0001837	sp|P24192|HYPD_ECOLI		tr|F5NYS3|F5NYS3_SHIFL
OG0001838	sp|P04968|ILVA_ECOLI		tr|F5P1N3|F5P1N3_SHIFL
OG0001839	sp|P0ADF8|ILVN_ECOLI		tr|F5P1R0|F5P1R0_SHIFL
OG0001840	sp|P45800|IGAA_ECOLI		tr|F5P337|F5P337_SHIFL
OG0001841	sp|P0ADG1|ILVM_ECOLI		tr|F5P1N6|F5P1N6_SHIFL
OG0001842	sp|P27294|INAA_ECOLI		tr|F5NXI7|F5NXI7_SHIFL
OG0001843	sp|P39375|IRAD_ECOLI		tr|F5P409|F5P409_SHIFL
OG0001844	sp|P0C0L9|ISCX_ECOLI		tr|F5NY29|F5NY29_SHIFL
OG0001845	sp|P05827|ILVY_ECOLI		tr|F5P1N2|F5P1N2_SHIFL
OG0001846	sp|P0AAN9|IRAP_ECOLI		tr|F5NQC5|F5NQC5_SHIFL
OG0001847	sp|P0AAC8|ISCA_ECOLI		tr|F5NY33|F5NY33_SHIFL
OG0001848	sp|P0AAP5|IPRA_ECOLI		tr|F5NQB5|F5NQB5_SHIFL
OG0001849	sp|P0AD59|IVY_ECOLI		tr|F5NQ76|F5NQ76_SHIFL
OG0001850	sp|P03959|KDPA_ECOLI	sp|Q8Y3Z6|KDPA_LISMO	
OG0001851	sp|P0AEW6|INGK_ECOLI		tr|F5NRJ3|F5NRJ3_SHIFL
OG0001852	sp|P19768|INSJ_ECOLI		tr|F5NQK4|F5NQK4_SHIFL
OG0001853	sp|P76102|INSQ_ECOLI		tr|F5NUY6|F5NUY6_SHIFL
OG0001854	sp|P0AB77|KBL_ECOLI		tr|F5P2C4|F5P2C4_SHIFL
OG0001855	sp|P37769|KDUD_ECOLI		tr|F5NZ83|F5NZ83_SHIFL
OG0001856	sp|Q46938|KDUI_ECOLI		tr|F5NZ84|F5NZ84_SHIFL
OG0001857	sp|P0AEX3|KGTP_ECOLI		tr|F5NYI8|F5NYI8_SHIFL
OG0001858	sp|P04951|KDSB_ECOLI		tr|F5NSQ1|F5NSQ1_SHIFL
OG0001859	sp|P45522|KEFB_ECOLI		tr|F5P388|F5P388_SHIFL
OG0001860	sp|P03819|KEFC_ECOLI		tr|F5NPW6|F5NPW6_SHIFL
OG0001861	sp|P0A756|KEFG_ECOLI		tr|F5P387|F5P387_SHIFL
OG0001862	sp|P0AC75|KDTA_ECOLI		tr|F5P2B0|F5P2B0_SHIFL
OG0001863	sp|P76268|KDGR_ECOLI		tr|F5NUC9|F5NUC9_SHIFL
OG0001864	sp|P03961|KDPC_ECOLI	sp|Q8Y3Z8|KDPC_LISMO	
OG0001865	sp|P13029|KATG_ECOLI		tr|F5P121|F5P121_SHIFL
OG0001866	sp|P0A712|KDGT_ECOLI		tr|F5P158|F5P158_SHIFL
OG0001867	sp|P03960|KDPB_ECOLI	sp|Q8Y3Z7|KDPB_LISMO	
OG0001868	sp|P0ABZ4|KDSC_ECOLI		tr|F5P0A2|F5P0A2_SHIFL
OG0001869	sp|P45395|KDSD_ECOLI		tr|F5P0A1|F5P0A1_SHIFL
OG0001870	sp|P37005|LAST_ECOLI		tr|F5P4C8|F5P4C8_SHIFL
OG0001871	sp|P52643|LDHD_ECOLI		tr|F5NU03|F5NU03_SHIFL
OG0001872	sp|P39400|LGOD_ECOLI		tr|F5P480|F5P480_SHIFL
OG0001873	sp|P22731|LIVF_ECOLI		tr|F5P2Y0|F5P2Y0_SHIFL
OG0001874	sp|P0A9S7|LIVG_ECOLI		tr|F5P2X9|F5P2X9_SHIFL
OG0001875	sp|P61316|LOLA_ECOLI		tr|F5NSE4|F5NSE4_SHIFL
OG0001876	sp|P0A9M0|LON_ECOLI		tr|F5NRE8|F5NRE8_SHIFL
OG0001877	sp|P0A722|LPXA_ECOLI		tr|F5NPQ3|F5NPQ3_SHIFL
OG0001878	sp|P0ACV2|LPXP_ECOLI		tr|F5NYE5|F5NYE5_SHIFL
OG0001879	sp|Q47154|LAFU_ECOLI		tr|F5NQ86|F5NQ86_SHIFL
OG0001880	sp|P0ADC1|LPTE_ECOLI		tr|F5NRY1|F5NRY1_SHIFL
OG0001881	sp|P10441|LPXB_ECOLI		tr|F5NPQ4|F5NPQ4_SHIFL
OG0001882	sp|P43341|LPXH_ECOLI		tr|F5NRP1|F5NRP1_SHIFL
OG0001883	sp|P60716|LIPA_ECOLI		tr|F5NRW8|F5NRW8_SHIFL
OG0001884	sp|P25894|LOIP_ECOLI		tr|F5NZX7|F5NZX7_SHIFL
OG0001885	sp|P77184|LOMR_ECOLI		tr|F5NX22|F5NX22_SHIFL
OG0001886	sp|P25772|LIGB_ECOLI		tr|F5P280|F5P280_SHIFL
OG0001887	sp|P61320|LOLB_ECOLI		tr|F5NTF4|F5NTF4_SHIFL
OG0001888	sp|P75867|LONH_ECOLI		tr|F5NSU0|F5NSU0_SHIFL
OG0001889	sp|P45464|LPOA_ECOLI		tr|F5P047|F5P047_SHIFL
OG0001890	sp|P31554|LPTD_ECOLI		tr|F5NPX4|F5NPX4_SHIFL
OG0001891	sp|P27300|LPXK_ECOLI		tr|F5NSP7|F5NSP7_SHIFL
OG0001892	sp|P24205|LPXM_ECOLI		tr|F5NVI8|F5NVI8_SHIFL
OG0001893	sp|P77257|LSRA_ECOLI		tr|F5NV87|F5NV87_SHIFL
OG0001894	sp|P77672|LSRC_ECOLI		tr|F5NV86|F5NV86_SHIFL
OG0001895	sp|P03030|LYSR_ECOLI		tr|F5NZ79|F5NZ79_SHIFL
OG0001896	sp|P30015|LHR_ECOLI		tr|F5NUY8|F5NUY8_SHIFL
OG0001897	sp|P0ADC3|LOLC_ECOLI		tr|F5NT22|F5NT22_SHIFL
OG0001898	sp|P0AB38|LPOB_ECOLI		tr|F5NT09|F5NT09_SHIFL
OG0001899	sp|P69776|LPP_ECOLI		tr|F5NUV7|F5NUV7_SHIFL
OG0001900	sp|P0ACV0|LPXL_ECOLI		tr|F5NT80|F5NT80_SHIFL
OG0001901	sp|P36771|LRHA_ECOLI		tr|F5NXN9|F5NXN9_SHIFL
OG0001902	sp|P76142|LSRB_ECOLI		tr|F5NV83|F5NV83_SHIFL
OG0001903	sp|P77432|LSRK_ECOLI		tr|F5NV89|F5NV89_SHIFL
OG0001904	sp|P39399|LGOR_ECOLI		tr|F5P479|F5P479_SHIFL
OG0001905	sp|P22729|LIVM_ECOLI		tr|F5P2X8|F5P2X8_SHIFL
OG0001906	sp|P0ACL7|LLDR_ECOLI		tr|F5P2D8|F5P2D8_SHIFL
OG0001907	sp|P23930|LNT_ECOLI		tr|F5NS00|F5NS00_SHIFL
OG0001908	sp|P0ADV1|LPTA_ECOLI		tr|F5P0A4|F5P0A4_SHIFL
OG0001909	sp|P0ADV9|LPTC_ECOLI		tr|F5P0A3|F5P0A3_SHIFL
OG0001910	sp|P0ADC6|LPTG_ECOLI		tr|F5P3Z7|F5P3Z7_SHIFL
OG0001911	sp|P0ACJ0|LRP_ECOLI		tr|F5NSE2|F5NSE2_SHIFL
OG0001912	sp|P76141|LSRR_ECOLI		tr|F5NV88|F5NV88_SHIFL
OG0001913	sp|P0A9V1|LPTB_ECOLI		tr|F5P0A5|F5P0A5_SHIFL
OG0001914	sp|P0AF98|LPTF_ECOLI		tr|F5P3Z6|F5P3Z6_SHIFL
OG0001915	sp|P0A725|LPXC_ECOLI		tr|F5NQ24|F5NQ24_SHIFL
OG0001916	sp|P76143|LSRF_ECOLI		tr|F5NV82|F5NV82_SHIFL
OG0001917	sp|P76558|MAO2_ECOLI		tr|F5NYB8|F5NYB8_SHIFL
OG0001918	sp|P08997|MASY_ECOLI		tr|F5P0V0|F5P0V0_SHIFL
OG0001919	sp|P75826|LYSO_ECOLI		tr|F5NSG3|F5NSG3_SHIFL
OG0001920	sp|P18811|MALI_ECOLI		tr|F5NV27|F5NV27_SHIFL
OG0001921	sp|P0A8N0|MATP_ECOLI		tr|F5NSU1|F5NSU1_SHIFL
OG0001922	sp|P0AAX6|MCBA_ECOLI		tr|F5NS83|F5NS83_SHIFL
OG0001923	sp|P69210|MDTI_ECOLI		tr|F5NV58|F5NV58_SHIFL
OG0001924	sp|P69212|MDTJ_ECOLI		tr|F5NV57|F5NV57_SHIFL
OG0001925	sp|P31462|MDTL_ECOLI		tr|F5P1V4|F5P1V4_SHIFL
OG0001926	sp|P33369|MDTQ_ECOLI		tr|F5NX62|F5NX62_SHIFL
OG0001927	sp|P02921|MELB_ECOLI		tr|F5P0K5|F5P0K5_SHIFL
OG0001928	sp|P75831|MACB_ECOLI		tr|F5NSF6|F5NSF6_SHIFL
OG0001929	sp|P15977|MALQ_ECOLI		tr|F5P314|F5P314_SHIFL
OG0001930	sp|P06993|MALT_ECOLI		tr|F5P312|F5P312_SHIFL
OG0001931	sp|P31121|MARB_ECOLI		tr|F5NU91|F5NU91_SHIFL
OG0001932	sp|P0AEY8|MDFA_ECOLI		tr|F5NSL8|F5NSL8_SHIFL
OG0001933	sp|P32716|MDTN_ECOLI		tr|F5P3P8|F5P3P8_SHIFL
OG0001934	sp|P32715|MDTO_ECOLI		tr|F5P3P7|F5P3P7_SHIFL
OG0001935	sp|P32714|MDTP_ECOLI		tr|F5P3P5|F5P3P5_SHIFL
OG0001936	sp|P0AEY3|MAZG_ECOLI		tr|F5NYK2|F5NYK2_SHIFL
OG0001937	sp|P23200|MGLC_ECOLI		tr|F5NX73|F5NX73_SHIFL
OG0001938	sp|P69739|MBHS_ECOLI		tr|F5NSV7|F5NSV7_SHIFL
OG0001939	sp|P69741|MBHT_ECOLI		tr|F5NZB8|F5NZB8_SHIFL
OG0001940	sp|P0AEY5|MDAB_ECOLI		tr|F5NZE7|F5NZE7_SHIFL
OG0001941	sp|P0ACE0|MBHM_ECOLI		tr|F5NZB4|F5NZB4_SHIFL
OG0001942	sp|P76397|MDTA_ECOLI		tr|F5NWT5|F5NWT5_SHIFL
OG0001943	sp|P25744|MDTG_ECOLI	tr|Q8Y3U0|Q8Y3U0_LISMO	
OG0001944	sp|P0A8U6|METJ_ECOLI		tr|F5P126|F5P126_SHIFL
OG0001945	sp|P21645|LPXD_ECOLI		tr|F5NPQ1|F5NPQ1_SHIFL
OG0001946	sp|P0AFS1|LSRD_ECOLI		tr|F5NV85|F5NV85_SHIFL
OG0001947	sp|P39196|LPLT_ECOLI		tr|F5NZ74|F5NZ74_SHIFL
OG0001948	sp|P76445|LPXT_ECOLI		tr|F5NXA3|F5NXA3_SHIFL
OG0001949	sp|P78285|LYSD_ECOLI		tr|F5NQN0|F5NQN0_SHIFL
OG0001950	sp|P03841|MALM_ECOLI		tr|F5P0Q7|F5P0Q7_SHIFL
OG0001951	sp|P24174|MANC_ECOLI		tr|F5NWQ4|F5NWQ4_SHIFL
OG0001952	sp|P0AEY1|MARC_ECOLI		tr|F5NU94|F5NU94_SHIFL
OG0001953	sp|P37330|MASZ_ECOLI		tr|F5NZ91|F5NZ91_SHIFL
OG0001954	sp|P0ACH5|MARA_ECOLI		tr|F5NU92|F5NU92_SHIFL
OG0001955	sp|P0ACD8|MBHL_ECOLI		tr|F5NSV8|F5NSV8_SHIFL
OG0001956	sp|P37353|MENE_ECOLI		tr|F5NXL2|F5NXL2_SHIFL
OG0001957	sp|P0C0T5|MEPA_ECOLI		tr|F5NXS9|F5NXS9_SHIFL
OG0001958	sp|P07623|META_ECOLI		tr|F5P0V1|F5P0V1_SHIFL
OG0001959	sp|P06721|METC_ECOLI		tr|F5NZC6|F5NZC6_SHIFL
OG0001960	sp|P29208|MENC_ECOLI		tr|F5NXL3|F5NXL3_SHIFL
OG0001961	sp|P0AEZ1|METF_ECOLI		tr|F5P122|F5P122_SHIFL
OG0001962	sp|P76506|MLAA_ECOLI		tr|F5NXV1|F5NXV1_SHIFL
OG0001963	sp|P64602|MLAB_ECOLI		tr|F5P095|F5P095_SHIFL
OG0001964	sp|P64604|MLAD_ECOLI		tr|F5P097|F5P097_SHIFL
OG0001965	sp|P64606|MLAE_ECOLI		tr|F5P098|F5P098_SHIFL
OG0001966	sp|P0A935|MLTA_ECOLI		tr|F5NZ54|F5NZ54_SHIFL
OG0001967	sp|P41052|MLTB_ECOLI		tr|F5NYV8|F5NYV8_SHIFL
OG0001968	sp|P28306|MLTG_ECOLI	tr|Q8Y725|Q8Y725_LISMO	
OG0001969	sp|P77182|MNMC_ECOLI		tr|F5NXS5|F5NXS5_SHIFL
OG0001970	sp|P64512|MGRB_ECOLI		tr|F5NUD0|F5NUD0_SHIFL
OG0001971	sp|P33358|MLRA_ECOLI		tr|F5NX48|F5NX48_SHIFL
OG0001972	sp|P0AFV4|MEPS_ECOLI		tr|F5NXA4|F5NXA4_SHIFL
OG0001973	sp|P0AEI1|MIAB_ECOLI		tr|F5NS04|F5NS04_SHIFL
OG0001974	sp|P0ADV7|MLAC_ECOLI		tr|F5P096|F5P096_SHIFL
OG0001975	sp|P33940|MQO_ECOLI		tr|F5NXE3|F5NXE3_SHIFL
